membership_id,first_name,last_name,email,mobile_no,date_of_birth,above_18,filename,badRecord,comments
"",Kenneth,Benton,Kenneth_Benton@mack.com,37406,20171119,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2017/11/19> formatted as <2017-11-19> | email validation Success
"",Christopher,Newman,Christopher_Newman@campbell.info,93133527,19950925,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1995/09/25> formatted as <1995-09-25> | email validation Failed
"",Rebecca,Jackson,Rebecca_Jackson@clark.com,8651210,19690628,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1969/06/28> formatted as <1969-06-28> | email validation Success
"",Veronica,Bradshaw,Veronica_Bradshaw@martinez.com,7569689,19650718,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <18-07-1965> formatted as <1965-07-18> | email validation Success
"",Catherine,Allen,Catherine_Allen@hernandez-fields.com,38811,19800905,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1980-09-05> formatted as <1980-09-05> | email validation Success
"",Michael,Martinez,Michael_Martinez@hogan.net,40271975,19521107,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1952/11/07> formatted as <1952-11-07> | email validation Failed
"",Andrea,Carrillo,Andrea_Carrillo@hansen.com,930069,19920215,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1992/02/15> formatted as <1992-02-15> | email validation Success
"",Kelly,Bailey,Kelly_Bailey@cherry.info,43647431,19960217,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1996/02/17> formatted as <1996-02-17> | email validation Failed
"",Kerry,Byrd,Kerry_Byrd@brown.net,9841007,19710720,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <20-07-1971> formatted as <1971-07-20> | email validation Failed
"",Gregory,Lambert,Gregory_Lambert@williams.org,2659 8607,19751007,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <10/07/1975> formatted as <1975-10-07> | email validation Failed
"",Dale,Anderson,Dale_Anderson@bennett.com,36216,19780725,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/25/1978> formatted as <1978-07-25> | email validation Success
"",Jacob,Sherman,Jacob_Sherman@williams-holden.com,9714237,19561203,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/03/1956> formatted as <1956-12-03> | email validation Success
"",David,Webb,David_Webb@schmidt.com,68466,19540603,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <06/03/1954> formatted as <1954-06-03> | email validation Success
"",Tonya,Green,Tonya_Green@acevedo.com,14506,20080331,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <31-03-2008> formatted as <2008-03-31> | email validation Success
"",Alexis,Lane,Alexis_Lane@stanley.com,2086722,20000622,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <22-06-2000> formatted as <2000-06-22> | email validation Success
"",Joyce,Cannon,Joyce_Cannon@hernandez.info,686403,19600409,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1960/04/09> formatted as <1960-04-09> | email validation Failed
"",Anne,Ray,Anne_Ray@duran.org,459837,20150902,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2015/09/02> formatted as <2015-09-02> | email validation Failed
"",Karen,Williams,Karen_Williams@hines.com,81576,19650611,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1965/06/11> formatted as <1965-06-11> | email validation Success
"",Sheena,Krause,Sheena_Krause@williams.com,185583,19880524,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1988/05/24> formatted as <1988-05-24> | email validation Success
"",Luis,Wallace,Luis_Wallace@lopez-taylor.com,731547,19770226,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1977/02/26> formatted as <1977-02-26> | email validation Success
"",Robert,Shepherd,Robert_Shepherd@johnson.net,56446,19621004,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <10/04/1962> formatted as <1962-10-04> | email validation Failed
"",Robert,Scott,Robert_Scott@arnold.com,26296,20030725,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <25-07-2003> formatted as <2003-07-25> | email validation Success
"",Carlos,Johnson,Carlos_Johnson@perez.biz,7907922,19850218,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <18-02-1985> formatted as <1985-02-18> | email validation Success
"",Crystal,Hansen,Crystal_Hansen@griffin-potter.info,5151126,19800518,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1980-05-18> formatted as <1980-05-18> | email validation Failed
"",Judy,Schneider,Judy_Schneider@stephens.com,2411858,19830927,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1983-09-27> formatted as <1983-09-27> | email validation Success
"",Crystal,Brady,Crystal_Brady@ewing.com,66286,19850221,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <21-02-1985> formatted as <1985-02-21> | email validation Success
"",Samantha,Henson,Samantha_Henson@meadows.com,2851500,20030818,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/18/2003> formatted as <2003-08-18> | email validation Success
"",Daniel,Sims,Daniel_Sims@roach-oneal.com,2319703,19891107,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1989/11/07> formatted as <1989-11-07> | email validation Success
"",Connie,Day,Connie_Day@greer.com,519255,20030502,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <05-02-2003> formatted as <2003-05-02> | email validation Success
"",Dylan,Lee,Dylan_Lee@anderson.net,4076892,19781204,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12/04/1978> formatted as <1978-12-04> | email validation Failed
"",Christian,Lee,Christian_Lee@hicks.org,750699,20130909,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <2013-09-09> formatted as <2013-09-09> | email validation Failed
"",Deanna,Stephens,Deanna_Stephens@keith.info,7345794,19941028,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <28-10-1994> formatted as <1994-10-28> | email validation Failed
"",David,Perry,David_Perry@walls-nguyen.com,47266,19910506,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1991-05-06> formatted as <1991-05-06> | email validation Success
"",Charles,Villegas,Charles_Villegas@rivera-clark.com,384471,19781106,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11/06/1978> formatted as <1978-11-06> | email validation Success
"",Sharon,Clark,Sharon_Clark@cabrera-turner.info,51371,19530806,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1953/08/06> formatted as <1953-08-06> | email validation Failed
"",Christina,Sanders,Christina_Sanders@davidson-savage.com,6578426,20030817,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <17-08-2003> formatted as <2003-08-17> | email validation Success
"",Jeffrey,Hinton,Jeffrey_Hinton@brown.com,46301,19631214,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1963/12/14> formatted as <1963-12-14> | email validation Success
"",Gina,Harris,Gina_Harris@butler.com,716955,19560413,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <04/13/1956> formatted as <1956-04-13> | email validation Success
"",Alex,Tapia,Alex_Tapia@webster.com,752763,19991115,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <11/15/1999> formatted as <1999-11-15> | email validation Success
"",Justin,White,Justin_White@lucas-moore.info,34278303,20010721,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <2001-07-21> formatted as <2001-07-21> | email validation Failed
"",Jacob,Woods,Jacob_Woods@thompson-wolf.com,92331,20030616,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <16-06-2003> formatted as <2003-06-16> | email validation Success
"",Rachel,Browning,Rachel_Browning@smith.info,19703607,19611017,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1961/10/17> formatted as <1961-10-17> | email validation Failed
"",Marissa,Jones,Marissa_Jones@lewis.net,32094119,19580806,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <1958/08/06> formatted as <1958-08-06> | email validation Failed
"",Sean,Watson,Sean_Watson@jones-diaz.biz,22526,19810322,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1981-03-22> formatted as <1981-03-22> | email validation Success
"",Stephanie,Oneal,Stephanie_Oneal@davis.info,36971,19940524,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <24-05-1994> formatted as <1994-05-24> | email validation Failed
"",Stephanie,Maldonado,Stephanie_Maldonado@vasquez.info,287055,19761007,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1976/10/07> formatted as <1976-10-07> | email validation Failed
"",Jay,Williams,Jay_Williams@dalton.com,7184934,19640106,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <01-06-1964> formatted as <1964-01-06> | email validation Success
"",Jeffery,Rodriguez,Jeffery_Rodriguez@norton.com,347595,19930417,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <17-04-1993> formatted as <1993-04-17> | email validation Success
"",Margaret,Guzman,Margaret_Guzman@wright-weber.com,8831096,19971212,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <12-12-1997> formatted as <1997-12-12> | email validation Success
"",Lori,Willis,Lori_Willis@hernandez-johnson.com,11861,19810116,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <1981/01/16> formatted as <1981-01-16> | email validation Success
"",John,Fernandez,John_Fernandez@may.org,17232207,19800530,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation Success | date value <30-05-1980> formatted as <1980-05-30> | email validation Failed
"",Christina,Valdez,Christina_Valdez@santana.org,2517705,19790714,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <07/14/1979> formatted as <1979-07-14> | email validation Failed
"",Timothy,Martin,Timothy_Martin@whitaker.com,99946,20160204,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <02/04/2016> formatted as <2016-02-04> | email validation Success
"",Kelly,Scott,Kelly_Scott@bailey.biz,6951967,20110811,false,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,true,mobile_no validation failed | date value <08/11/2011> formatted as <2011-08-11> | email validation Success
